curve,operation,size,threads,execution_mode,repetitions,elapsed_ns_p50,elapsed_ns_p95,elapsed_ns_mean,elapsed_ns_cv,operations,throughput_ops_per_s_p50
BN254,field_mul,128,4,parallel,10,200315.000000,396975.250000,238591.300000,0.40282886,1024,5111948.680828
BN254,field_mul,128,8,parallel,10,605522.000000,825633.000000,612619.100000,0.23661142,1024,1691102.883132
BN254,field_mul,256,1,serial,10,34714.000000,42776.550000,37677.000000,0.10902211,2048,58996370.340497
BN254,field_mul,256,2,parallel,10,117278.000000,133753.300000,119145.800000,0.07880819,2048,17462780.743191
BN254,field_mul,256,4,parallel,10,177547.000000,278520.600000,201692.600000,0.26117403,2048,11534973.837913
BN254,field_mul,256,8,parallel,10,641091.000000,742082.350000,601672.700000,0.20816792,2048,3194554.283245
BN254,field_mul,512,1,serial,10,68552.500000,85542.000000,73621.000000,0.11222658,4096,59749826.775099
BN254,field_mul,512,2,parallel,10,140890.500000,177125.550000,147638.500000,0.12432915,4096,29072222.754551
BN254,field_mul,512,4,parallel,10,202563.500000,237030.050000,201145.000000,0.12699971,4096,20220819.644210
BN254,field_mul,512,8,parallel,10,661582.000000,728612.700000,657863.700000,0.07959218,4096,6191220.438283
BN254,multi_pairing,2,1,serial,10,7247423.000000,8317205.850000,7455076.000000,0.06256913,16,2207.681268
BN254,multi_pairing,2,2,parallel,10,4015307.000000,4595450.600000,4076321.300000,0.08305865,16,3984.751353
BN254,multi_pairing,2,4,parallel,10,2420430.000000,3224415.150000,2513790.300000,0.18914385,16,6610.395673
BN254,multi_pairing,2,8,parallel,10,1748135.500000,2359021.000000,1850483.800000,0.16611799,16,9152.608594
BN254,multi_pairing,4,1,serial,10,10404108.500000,11126169.650000,10521218.000000,0.03154772,32,3075.708024
BN254,multi_pairing,4,2,parallel,10,5610446.500000,5940297.900000,5650052.400000,0.03296819,32,5703.645868
BN254,multi_pairing,4,4,parallel,10,3180264.500000,3558227.750000,3252109.000000,0.05831871,32,10062.056159
BN254,multi_pairing,4,8,parallel,10,2519649.000000,2600815.800000,2491670.400000,0.04050522,32,12700.181652
BN254,multi_pairing,8,1,serial,10,17723181.500000,18043307.900000,17770519.200000,0.01153386,64,3611.089803
BN254,multi_pairing,8,2,parallel,10,9443747.000000,10201533.150000,9550561.500000,0.04210521,64,6776.971048
BN254,multi_pairing,8,4,parallel,10,5205343.000000,5761123.700000,5222261.700000,0.06978772,64,12295.059134
BN254,multi_pairing,8,8,parallel,10,3296131.500000,4146452.200000,3474322.600000,0.11268894,64,19416.701063
BN254,multi_pairing,16,1,serial,10,33285786.500000,33703927.650000,33283048.300000,0.01139251,128,3845.485219
BN254,multi_pairing,16,2,parallel,10,16709501.000000,17624141.850000,16837300.300000,0.02853710,128,7660.312537
BN254,multi_pairing,16,4,parallel,10,8692492.000000,10739440.000000,9013365.800000,0.12534019,128,14725.351487
BN254,multi_pairing,16,8,parallel,10,6628921.000000,6989471.750000,6537605.500000,0.05727092,128,19309.326510
BN254,multi_pairing,32,1,serial,10,66680622.000000,68290047.300000,66271216.700000,0.02589956,256,3839.196341
BN254,multi_pairing,32,2,parallel,10,32124178.000000,35337572.300000,32751475.200000,0.04936392,256,7969.075504
BN254,multi_pairing,32,4,parallel,10,16580737.500000,18053950.000000,16801464.400000,0.04749955,256,15439.602732
BN254,multi_pairing,32,8,parallel,10,10823922.500000,12564746.850000,10776052.300000,0.14447819,256,23651.314946
BN254,multi_pairing,64,1,serial,10,128478796.500000,130961427.050000,127889747.700000,0.01784177,512,3985.093369
BN254,multi_pairing,64,2,parallel,10,63687460.000000,64356018.100000,63630909.700000,0.01014800,512,8039.259220
BN254,multi_pairing,64,4,parallel,10,32729436.000000,37856206.250000,33648351.900000,0.06704209,512,15643.410415
BN254,multi_pairing,64,8,parallel,10,22203424.000000,24004630.700000,22039426.300000,0.08277865,512,23059.506498
BN254,ntt,2,1,serial,10,1668.500000,101914.850000,19897.100000,2.88792094,16,9589451.603236
BN254,ntt,2,2,parallel,10,85083.500000,228696.450000,112069.500000,0.67729001,16,188050.562095
BN254,ntt,2,4,parallel,10,204323.000000,366330.850000,222388.500000,0.37919136,16,78307.385855
BN254,ntt,2,8,parallel,10,557030.500000,657705.800000,559632.300000,0.11374327,16,28723.741339
BN254,ntt,4,1,serial,10,2675.000000,3039.550000,2719.000000,0.08367547,64,23925233.644860
BN254,ntt,4,2,parallel,10,94821.500000,113351.450000,95284.300000,0.12033506,64,674952.410582
BN254,ntt,4,4,parallel,10,157458.000000,277635.900000,184799.800000,0.31704484,64,406457.595041
BN254,ntt,4,8,parallel,10,535197.500000,740403.100000,551977.000000,0.21532274,64,119582.023459
BN254,ntt,8,1,serial,10,5420.000000,6601.050000,5548.200000,0.12809587,192,35424354.243542
BN254,ntt,8,2,parallel,10,95347.000000,136523.250000,102880.500000,0.20847448,192,2013697.337095
BN254,ntt,8,4,parallel,10,207061.000000,348240.000000,241206.700000,0.34036789,192,927262.980474
BN254,ntt,8,8,parallel,10,583757.500000,681846.350000,552754.700000,0.23188514,192,328903.697169
BN254,ntt,16,1,serial,10,12498.000000,14938.200000,12509.200000,0.13249298,512,40966554.648744
BN254,ntt,16,2,parallel,10,99137.000000,143509.200000,105154.800000,0.22349975,512,5164570.241181
BN254,ntt,16,4,parallel,10,194203.500000,333495.750000,221402.000000,0.30373830,512,2636409.745447
BN254,ntt,16,8,parallel,10,545006.500000,806067.600000,568708.900000,0.26714796,512,939438.336974
BN254,ntt,32,1,serial,10,30251.000000,31390.050000,29485.900000,0.07626634,1280,42312650.821460
BN254,ntt,32,2,parallel,10,118771.500000,133747.000000,118669.200000,0.09005772,1280,10776996.164905
BN254,ntt,32,4,parallel,10,181207.500000,328104.350000,202082.500000,0.39631676,1280,7063725.287309
BN254,ntt,32,8,parallel,10,562107.000000,672075.050000,535373.000000,0.23600848,1280,2277146.521926
BN254,ntt,64,1,serial,10,54761.500000,69532.250000,57648.300000,0.10808066,3072,56097805.940305
BN254,ntt,64,2,parallel,10,138733.500000,184696.950000,143377.900000,0.18329114,3072,22143173.782828
BN254,ntt,64,4,parallel,10,193705.000000,474958.400000,244910.100000,0.50666514,3072,15859167.290467
BN254,ntt,64,8,parallel,10,581995.500000,692795.100000,574799.100000,0.14967474,3072,5278391.327768
BN254,ntt,128,1,serial,10,139795.000000,158826.650000,140164.900000,0.12430035,7168,51275081.369148
BN254,ntt,128,2,parallel,10,175682.000000,194540.900000,176009.700000,0.06624604,7168,40800992.702724
BN254,ntt,128,4,parallel,10,210367.000000,229955.600000,203243.300000,0.12221766,7168,34073785.337054
BN254,ntt,128,8,parallel,10,529019.500000,690542.450000,549532.200000,0.17217797,7168,13549595.052734
BN254,ntt,256,1,serial,10,293140.000000,410554.500000,320966.200000,0.17745717,16384,55891382.956949
BN254,ntt,256,2,parallel,10,287440.000000,357964.950000,292792.100000,0.14706239,16384,56999721.681046
BN254,ntt,256,4,parallel,10,269674.000000,318898.600000,267136.900000,0.14091368,16384,60754837.322100
BN254,ntt,256,8,parallel,10,562682.500000,651918.700000,557405.000000,0.12416969,16384,29117664.046776
BN254,ntt,512,1,serial,10,761532.000000,834281.000000,731676.600000,0.11665030,36864,48407683.459132
BN254,ntt,512,2,parallel,10,523062.500000,678851.500000,541548.200000,0.15465072,36864,70477237.423826
BN254,ntt,512,4,parallel,10,415469.500000,465228.650000,417713.300000,0.08745770,36864,88728534.826263
BN254,ntt,512,8,parallel,10,658019.000000,707174.850000,641350.300000,0.08225615,36864,56022698.432720
BN254-G1,msm,2,1,serial,10,1184309.000000,1765842.300000,1288396.800000,0.22536064,16,13509.987681
BN254-G1,msm,2,2,parallel,10,890711.500000,1378681.550000,940773.800000,0.29757422,16,17963.167647
BN254-G1,msm,2,4,parallel,10,594599.500000,1174656.600000,687502.100000,0.46005036,16,26908.868911
BN254-G1,msm,2,8,parallel,10,672154.500000,1009117.450000,703369.700000,0.27461743,16,23804.051003
BN254-G1,msm,4,1,serial,10,1689374.000000,1814421.500000,1715336.200000,0.03624485,32,18941.927602
BN254-G1,msm,4,2,parallel,10,1152633.500000,1379197.450000,1173538.100000,0.12979071,32,27762.510807
BN254-G1,msm,4,4,parallel,10,777439.000000,951943.650000,800428.700000,0.10914846,32,41160.785605
BN254-G1,msm,4,8,parallel,10,767338.000000,856656.850000,757549.800000,0.10850929,32,41702.613451
BN254-G1,msm,8,1,serial,10,2468904.000000,2648051.700000,2502222.200000,0.03385175,64,25922.433598
BN254-G1,msm,8,2,parallel,10,1526661.000000,1686139.300000,1512561.000000,0.08272207,64,41921.552984
BN254-G1,msm,8,4,parallel,10,1020048.000000,1068579.850000,1006530.400000,0.04882647,64,62742.145468
BN254-G1,msm,8,8,parallel,10,835270.000000,998093.750000,861712.500000,0.11560689,64,76621.930633
BN254-G1,msm,16,1,serial,10,3943616.000000,4133588.200000,3961359.300000,0.03291179,128,32457.521219
BN254-G1,msm,16,2,parallel,10,2344318.000000,2500000.750000,2342979.600000,0.04490560,128,54600.101181
BN254-G1,msm,16,4,parallel,10,1453553.000000,1562248.800000,1457945.900000,0.05169008,128,88060.084496
BN254-G1,msm,16,8,parallel,10,1110105.500000,1259747.650000,1130979.100000,0.07093978,128,115304.356208
BN254-G1,msm,32,1,serial,10,6236295.000000,6251091.800000,6230809.800000,0.00283339,256,41050.014472
BN254-G1,msm,32,2,parallel,10,3555066.000000,3846523.550000,3537603.800000,0.06311231,256,72009.914865
BN254-G1,msm,32,4,parallel,10,2087941.500000,2251909.350000,2097644.600000,0.04869721,256,122608.799145
BN254-G1,msm,32,8,parallel,10,1540847.000000,1766657.150000,1560751.300000,0.08256872,256,166142.387920
BN254-G1,msm,64,1,serial,10,10458762.500000,11288983.250000,10605202.800000,0.03431339,512,48954.166423
BN254-G1,msm,64,2,parallel,10,5554593.000000,5985127.350000,5610366.800000,0.04457948,512,92175.970409
BN254-G1,msm,64,4,parallel,10,3291273.500000,3513825.700000,3303392.700000,0.04347312,512,155562.884701
BN254-G1,msm,64,8,parallel,10,2691200.500000,2871316.350000,2633454.400000,0.09054317,512,190249.667388
BN254-G1,msm,128,1,serial,10,16793436.000000,18836631.100000,17114806.100000,0.06629314,1024,60976.205227
BN254-G1,msm,128,2,parallel,10,8740259.500000,9709672.600000,8900687.600000,0.05383347,1024,117158.992819
BN254-G1,msm,128,4,parallel,10,4738392.000000,5235918.700000,4813651.000000,0.05378374,1024,216107.067545
BN254-G1,msm,128,8,parallel,10,2994302.000000,3977399.900000,3215084.300000,0.14735084,1024,341982.872803
BN254-G1,msm,256,1,serial,10,28611902.500000,32764640.850000,29307535.300000,0.07270169,2048,71578.602646
BN254-G1,msm,256,2,parallel,10,14989595.000000,16134480.450000,15158747.800000,0.03522073,2048,136628.107697
BN254-G1,msm,256,4,parallel,10,7792930.500000,8480809.050000,7894490.900000,0.04365155,2048,262802.292411
BN254-G1,msm,256,8,parallel,10,6091035.000000,6489216.050000,5925509.800000,0.10314315,2048,336231.855506
BN254-G1,msm,512,1,serial,10,49364598.500000,50184549.150000,49427286.100000,0.00997524,4096,82974.441694
BN254-G1,msm,512,2,parallel,10,26246725.500000,28901732.350000,26807013.700000,0.05170537,4096,156057.562304
BN254-G1,msm,512,4,parallel,10,13209907.000000,14243506.800000,13358119.400000,0.03618208,4096,310070.313137
BN254-G1,msm,512,8,parallel,10,8296188.000000,10597223.550000,8590520.000000,0.17164908,4096,493720.730533
BW6-761,field_add,2,1,serial,10,986.500000,1479.050000,1026.600000,0.26654281,16,16218955.904714
BW6-761,field_add,2,2,parallel,10,95404.500000,107824.000000,96485.300000,0.07156912,16,167706.973990
BW6-761,field_add,2,4,parallel,10,198124.000000,300179.000000,211958.200000,0.27335252,16,80757.505401
BW6-761,field_add,2,8,parallel,10,504081.000000,622050.200000,520015.000000,0.12271380,16,31740.930525
BW6-761,field_add,4,1,serial,10,1102.000000,1225.550000,1064.900000,0.14493764,32,29038112.522686
BW6-761,field_add,4,2,parallel,10,92776.000000,144349.300000,102502.400000,0.23600936,32,344916.788825
BW6-761,field_add,4,4,parallel,10,222917.500000,311882.800000,222734.200000,0.29038270,32,143550.865230
BW6-761,field_add,4,8,parallel,10,453171.000000,574633.700000,472152.000000,0.16546273,32,70613.521165
BW6-761,field_add,8,1,serial,10,1432.500000,1652.000000,1409.600000,0.12662022,64,44677137.870855
BW6-761,field_add,8,2,parallel,10,96603.500000,111256.050000,95557.100000,0.13081860,64,662501.876226
BW6-761,field_add,8,4,parallel,10,197550.000000,303004.250000,210277.900000,0.26812397,64,323968.615540
BW6-761,field_add,8,8,parallel,10,536051.500000,586722.150000,524043.600000,0.10793359,64,119391.513689
BW6-761,field_add,16,1,serial,10,2049.000000,2580.600000,2124.900000,0.13532891,128,62469497.315764
BW6-761,field_add,16,2,parallel,10,94158.500000,117980.250000,98253.700000,0.12125640,128,1359409.931127
BW6-761,field_add,16,4,parallel,10,220257.000000,303717.750000,218466.000000,0.28066830,128,581139.305448
BW6-761,field_add,16,8,parallel,10,460038.500000,624689.650000,445445.000000,0.30582533,128,278237.582289
BW6-761,field_add,32,1,serial,10,4428.000000,4600.050000,4252.900000,0.09792931,256,57813911.472448
BW6-761,field_add,32,2,parallel,10,101028.000000,109901.500000,100448.500000,0.07643332,256,2533950.983886
BW6-761,field_add,32,4,parallel,10,244968.500000,351515.200000,249372.400000,0.30988449,256,1045032.320482
BW6-761,field_add,32,8,parallel,10,477856.500000,635346.700000,497262.500000,0.18578053,256,535725.683338
BW6-761,field_add,64,1,serial,10,7519.000000,8741.050000,7603.200000,0.10456777,512,68094161.457641
BW6-761,field_add,64,2,parallel,10,102290.500000,123130.350000,104873.300000,0.12296503,512,5005352.403205
BW6-761,field_add,64,4,parallel,10,205017.500000,292564.800000,206948.700000,0.28704070,512,2497347.787384
BW6-761,field_add,64,8,parallel,10,522906.500000,574203.250000,508446.800000,0.12506318,512,979142.542692
BW6-761,field_add,128,1,serial,10,15794.000000,16380.050000,15143.000000,0.09172966,1024,64834747.372420
BW6-761,field_add,128,2,parallel,10,107412.000000,155802.950000,117171.800000,0.18456673,1024,9533385.469035
BW6-761,field_add,128,4,parallel,10,184203.500000,314389.650000,207100.500000,0.34191752,1024,5559069.181639
BW6-761,field_add,128,8,parallel,10,576816.000000,693171.650000,559949.700000,0.19655599,1024,1775262.822113
BW6-761,field_add,256,1,serial,10,31524.000000,32537.050000,29689.300000,0.11306590,2048,64966374.825530
BW6-761,field_add,256,2,parallel,10,118569.000000,145659.750000,121053.800000,0.14911793,2048,17272642.933650
BW6-761,field_add,256,4,parallel,10,173801.000000,279881.050000,194435.900000,0.27003774,2048,11783591.578875
BW6-761,field_add,256,8,parallel,10,554462.000000,662642.800000,552313.700000,0.14236791,2048,3693670.621251
BW6-761,field_add,512,1,serial,10,61049.000000,63910.650000,57463.900000,0.11051372,4096,67093646.087569
BW6-761,field_add,512,2,parallel,10,139001.500000,165691.850000,141636.700000,0.10828171,4096,29467307.906749
BW6-761,field_add,512,4,parallel,10,191852.500000,205852.100000,190985.900000,0.06148863,4096,21349734.822324
BW6-761,field_add,512,8,parallel,10,653621.500000,711362.850000,618632.200000,0.13936168,4096,6266623.726423
BW6-761,field_inv,2,1,serial,10,164211.000000,207158.100000,167536.800000,0.16617779,16,97435.616372
BW6-761,field_inv,2,2,parallel,10,189397.500000,580337.150000,256877.300000,0.85311981,16,84478.411806
BW6-761,field_inv,2,4,parallel,10,218124.000000,249073.050000,217562.100000,0.09707518,16,73352.771818
BW6-761,field_inv,2,8,parallel,10,676764.000000,757217.850000,660416.000000,0.11967609,16,23641.919487
BW6-761,field_inv,4,1,serial,10,288071.000000,305920.000000,275832.300000,0.10574696,32,111083.725887
BW6-761,field_inv,4,2,parallel,10,264223.000000,278168.550000,258378.200000,0.06499253,32,121109.820114
BW6-761,field_inv,4,4,parallel,10,232550.000000,315911.700000,250007.500000,0.14619305,32,137604.816169
BW6-761,field_inv,4,8,parallel,10,611703.000000,720939.850000,609729.900000,0.13345523,32,52312.968875
BW6-761,field_inv,8,1,serial,10,435080.000000,537032.700000,455292.300000,0.11572200,64,147099.384021
BW6-761,field_inv,8,2,parallel,10,376881.000000,439506.700000,386742.800000,0.10619740,64,169814.875252
BW6-761,field_inv,8,4,parallel,10,387761.500000,416701.400000,377653.700000,0.09608310,64,165049.908255
BW6-761,field_inv,8,8,parallel,10,534812.500000,725797.750000,556802.800000,0.18563894,64,119668.107982
BW6-761,field_inv,16,1,serial,10,841937.000000,964432.800000,847776.500000,0.11397361,128,152030.377570
BW6-761,field_inv,16,2,parallel,10,581650.000000,675217.850000,578936.600000,0.11762945,128,220063.612138
BW6-761,field_inv,16,4,parallel,10,494560.500000,554222.700000,495852.300000,0.08629324,128,258815.655516
BW6-761,field_inv,16,8,parallel,10,661268.000000,701140.850000,639962.700000,0.10165067,128,193567.509693
BW6-761,field_inv,32,1,serial,10,1629682.500000,1778597.250000,1598837.100000,0.08628852,256,157085.812727
BW6-761,field_inv,32,2,parallel,10,942749.500000,1038069.400000,940230.000000,0.07931103,256,271546.153034
BW6-761,field_inv,32,4,parallel,10,649218.000000,713691.150000,652912.200000,0.05776323,256,394320.551802
BW6-761,field_inv,32,8,parallel,10,683322.500000,777149.000000,694164.400000,0.10548974,256,374640.085757
BW6-761,field_inv,64,1,serial,10,2991512.000000,3335080.400000,3036342.800000,0.06310953,512,171150.909640
BW6-761,field_inv,64,2,parallel,10,1746666.000000,1991421.300000,1740238.300000,0.10414522,512,293129.882874
BW6-761,field_inv,64,4,parallel,10,1147385.000000,1301467.750000,1160792.700000,0.08169722,512,446232.084261
BW6-761,field_inv,64,8,parallel,10,1036256.000000,1171407.500000,1028480.500000,0.11948713,512,494086.403360
BW6-761,field_inv,128,1,serial,10,5798235.000000,6001949.550000,5776937.100000,0.03285385,1024,176605.467008
BW6-761,field_inv,128,2,parallel,10,3201533.500000,3443102.150000,3196185.300000,0.05863316,1024,319846.723453
BW6-761,field_inv,128,4,parallel,10,1826694.000000,1947739.500000,1808725.900000,0.06880451,1024,560575.553431
BW6-761,field_inv,128,8,parallel,10,1717912.000000,1903046.850000,1639078.000000,0.13279961,1024,596072.441429
BW6-761,field_inv,256,1,serial,10,11203212.500000,11436396.750000,11211624.800000,0.01356100,2048,182804.708917
BW6-761,field_inv,256,2,parallel,10,5927183.000000,6000313.400000,5876261.600000,0.02241641,2048,345526.702989
BW6-761,field_inv,256,4,parallel,10,3613595.000000,5822921.900000,4148401.100000,0.25605803,2048,566748.625676
BW6-761,field_inv,256,8,parallel,10,2170284.000000,3251857.750000,2425160.000000,0.20434537,2048,943655.300412
BW6-761,field_inv,512,1,serial,10,22303942.000000,23470655.650000,22423549.500000,0.02740115,4096,183644.666938
BW6-761,field_inv,512,2,parallel,10,11805165.000000,14949208.500000,12344628.700000,0.13989517,4096,346966.772595
BW6-761,field_inv,512,4,parallel,10,6074357.000000,6278672.600000,6057457.800000,0.02755240,4096,674310.054546
BW6-761,field_inv,512,8,parallel,10,3590642.000000,5428022.800000,3984389.800000,0.21300253,4096,1140743.076029
BW6-761,field_mul,2,1,serial,10,1002.000000,1368.050000,1036.900000,0.21099448,16,15968063.872255
BW6-761,field_mul,2,2,parallel,10,92398.000000,114589.750000,96700.000000,0.10976463,16,173163.921297
BW6-761,field_mul,2,4,parallel,10,261051.000000,336302.750000,242969.500000,0.32600371,16,61290.705648
BW6-761,field_mul,2,8,parallel,10,414601.000000,512841.300000,425464.800000,0.15592284,16,38591.320330
BW6-761,field_mul,4,1,serial,10,1653.500000,2328.000000,1739.300000,0.21345044,32,19352887.813728
BW6-761,field_mul,4,2,parallel,10,90133.000000,112412.500000,94002.700000,0.12148787,32,355030.898783
BW6-761,field_mul,4,4,parallel,10,281927.000000,383006.900000,276471.400000,0.31158245,32,113504.559691
BW6-761,field_mul,4,8,parallel,10,420659.000000,666763.250000,460258.900000,0.33883673,32,76071.116985
BW6-761,field_mul,8,1,serial,10,2755.000000,3404.500000,2803.100000,0.14287004,64,23230490.018149
BW6-761,field_mul,8,2,parallel,10,92831.500000,110263.400000,94203.600000,0.11679988,64,689421.155534
BW6-761,field_mul,8,4,parallel,10,159261.500000,312643.700000,203948.200000,0.37883199,64,401854.811113
BW6-761,field_mul,8,8,parallel,10,425629.500000,566031.500000,416468.600000,0.24672297,64,150365.517428
BW6-761,field_mul,16,1,serial,10,4664.000000,6175.050000,5003.400000,0.14055034,128,27444253.859348
BW6-761,field_mul,16,2,parallel,10,97066.500000,147380.750000,104979.600000,0.23142636,128,1318683.582905
BW6-761,field_mul,16,4,parallel,10,190747.000000,345943.150000,202190.100000,0.40659409,128,671045.940434
BW6-761,field_mul,16,8,parallel,10,522850.500000,654028.200000,518968.800000,0.20304008,128,244811.853484
BW6-761,field_mul,32,1,serial,10,8966.500000,11136.550000,9539.700000,0.11138641,256,28550716.556070
BW6-761,field_mul,32,2,parallel,10,98056.000000,118849.800000,99677.600000,0.11436621,256,2610753.039080
BW6-761,field_mul,32,4,parallel,10,193776.000000,315270.250000,201925.800000,0.34695238,256,1321113.037734
BW6-761,field_mul,32,8,parallel,10,543297.000000,660377.350000,528219.300000,0.20507768,256,471197.153675
BW6-761,field_mul,64,1,serial,10,21474.500000,22883.100000,20184.300000,0.11903360,512,23842231.483853
BW6-761,field_mul,64,2,parallel,10,119758.500000,131120.850000,117583.000000,0.10157434,512,4275270.648847
BW6-761,field_mul,64,4,parallel,10,169548.000000,283883.000000,186887.800000,0.29845279,512,3019793.804704
BW6-761,field_mul,64,8,parallel,10,498232.000000,644725.100000,503418.300000,0.23818157,512,1027633.712808
BW6-761,field_mul,128,1,serial,10,35325.500000,43537.000000,38144.900000,0.11161414,1024,28987558.562511
BW6-761,field_mul,128,2,parallel,10,137215.000000,239814.700000,149150.300000,0.39935731,1024,7462740.953977
BW6-761,field_mul,128,4,parallel,10,173237.000000,225119.850000,172754.500000,0.20666612,1024,5910977.447081
BW6-761,field_mul,128,8,parallel,10,545014.500000,657737.350000,531434.300000,0.20350055,1024,1878849.094841
BW6-761,field_mul,256,1,serial,10,83600.500000,117427.950000,87568.900000,0.22958610,2048,24497461.139586
BW6-761,field_mul,256,2,parallel,10,138400.500000,178388.650000,140762.300000,0.15926884,2048,14797634.401610
BW6-761,field_mul,256,4,parallel,10,192685.500000,393818.400000,227584.400000,0.39237505,2048,10628718.819008
BW6-761,field_mul,256,8,parallel,10,526072.000000,666276.900000,532612.300000,0.17630303,2048,3893003.239100
BW6-761,field_mul,512,1,serial,10,163053.500000,170961.600000,155358.100000,0.10910236,4096,25120589.254447
BW6-761,field_mul,512,2,parallel,10,180035.000000,370956.300000,209754.500000,0.50445620,4096,22751131.724387
BW6-761,field_mul,512,4,parallel,10,217269.500000,236191.250000,215966.800000,0.07992007,4096,18852162.866854
BW6-761,field_mul,512,8,parallel,10,604475.500000,662653.850000,587795.600000,0.11213847,4096,6776122.440033
BW6-761,multi_pairing,2,1,serial,10,37977497.000000,39807274.650000,38246027.500000,0.02593228,16,421.302120
BW6-761,multi_pairing,2,2,parallel,10,20009786.500000,21137732.050000,20124113.800000,0.03080485,16,799.608731
BW6-761,multi_pairing,2,4,parallel,10,10213147.500000,11482675.950000,10464642.700000,0.06023165,16,1566.608139
BW6-761,multi_pairing,2,8,parallel,10,6133860.000000,8456423.500000,6711232.300000,0.18420818,16,2608.471664
BW6-761,multi_pairing,4,1,serial,10,57485507.000000,58455774.350000,57467413.800000,0.01250342,32,556.662047
BW6-761,multi_pairing,4,2,parallel,10,28698809.500000,29376442.450000,28764511.300000,0.01385829,32,1115.028831
BW6-761,multi_pairing,4,4,parallel,10,15657535.000000,20325942.900000,16719652.200000,0.13112854,32,2043.744434
BW6-761,multi_pairing,4,8,parallel,10,10908001.500000,12946333.350000,10807121.600000,0.17651642,32,2933.626293
BW6-761,multi_pairing,8,1,serial,10,101970436.000000,110039479.450000,104085748.700000,0.03860961,64,627.632895
BW6-761,multi_pairing,8,2,parallel,10,50882164.000000,60780014.600000,53411372.300000,0.08772882,64,1257.808139
BW6-761,multi_pairing,8,4,parallel,10,26334816.000000,30122215.050000,26712227.500000,0.08372792,64,2430.242915
BW6-761,multi_pairing,8,8,parallel,10,19701342.000000,21153684.900000,19146543.800000,0.10904435,64,3248.509670
BW6-761,multi_pairing,16,1,serial,10,185916612.000000,193158641.850000,186979099.600000,0.01929020,128,688.480704
BW6-761,multi_pairing,16,2,parallel,10,94252437.000000,100576039.150000,95164517.900000,0.03057539,128,1358.055071
BW6-761,multi_pairing,16,4,parallel,10,50519955.000000,56014479.700000,50830035.300000,0.07678373,128,2533.652296
BW6-761,multi_pairing,16,8,parallel,10,31116245.000000,36711975.750000,32126051.300000,0.10673824,128,4113.606896
BW6-761,multi_pairing,32,1,serial,10,355011895.000000,357179165.550000,355233461.400000,0.00347055,256,721.102599
BW6-761,multi_pairing,32,2,parallel,10,189710357.500000,201195264.900000,190183953.600000,0.04421120,256,1349.425531
BW6-761,multi_pairing,32,4,parallel,10,98697948.500000,112096691.850000,101191494.200000,0.06637181,256,2593.772250
BW6-761,multi_pairing,32,8,parallel,10,64394359.000000,75970100.050000,65023863.900000,0.10498386,256,3975.503506
BW6-761,multi_pairing,64,1,serial,10,692693578.000000,697215415.350000,692922853.200000,0.00434282,512,739.143564
BW6-761,multi_pairing,64,2,parallel,10,360247742.500000,374906568.450000,360497801.100000,0.02624330,512,1421.244159
BW6-761,multi_pairing,64,4,parallel,10,203606617.000000,217073235.750000,201753450.600000,0.05571806,512,2514.653048
BW6-761,multi_pairing,64,8,parallel,10,122240583.000000,129990715.700000,122463072.500000,0.04035911,512,4188.461699
BW6-761,ntt,2,1,serial,10,1984.000000,2466.550000,1937.900000,0.19709019,16,8064516.129032
BW6-761,ntt,2,2,parallel,10,90983.000000,117284.400000,95168.800000,0.13430897,16,175857.028236
BW6-761,ntt,2,4,parallel,10,178865.500000,377345.400000,218061.500000,0.44228368,16,89452.689311
BW6-761,ntt,2,8,parallel,10,521079.500000,643265.450000,512256.600000,0.25640324,16,30705.487358
BW6-761,ntt,4,1,serial,10,4103.000000,4789.050000,4048.500000,0.13640775,64,15598342.676091
BW6-761,ntt,4,2,parallel,10,93007.500000,105059.100000,93330.700000,0.07657707,64,688116.549741
BW6-761,ntt,4,4,parallel,10,158097.000000,338832.500000,189596.700000,0.44606232,64,404814.765619
BW6-761,ntt,4,8,parallel,10,590688.000000,687871.950000,563464.100000,0.18484303,64,108348.231215
BW6-761,ntt,8,1,serial,10,7814.500000,9488.550000,8202.200000,0.10845606,192,24569710.154201
BW6-761,ntt,8,2,parallel,10,96845.000000,128105.650000,102523.500000,0.14581457,192,1982549.434664
BW6-761,ntt,8,4,parallel,10,178342.000000,297759.350000,191166.900000,0.33702926,192,1076583.194088
BW6-761,ntt,8,8,parallel,10,519455.500000,650980.800000,532602.500000,0.15804341,192,369617.801717
BW6-761,ntt,16,1,serial,10,20453.500000,22522.600000,19990.400000,0.11008128,512,25032390.544406
BW6-761,ntt,16,2,parallel,10,120521.000000,231092.550000,137254.300000,0.44643329,512,4248222.301508
BW6-761,ntt,16,4,parallel,10,176866.500000,250323.350000,186395.700000,0.22854459,512,2894838.762570
BW6-761,ntt,16,8,parallel,10,518931.000000,667272.400000,515372.100000,0.19979453,512,986643.696368
BW6-761,ntt,32,1,serial,10,41422.500000,55901.850000,45011.900000,0.14651712,1280,30901080.330738
BW6-761,ntt,32,2,parallel,10,126666.000000,140368.400000,126032.200000,0.07671042,1280,10105316.343770
BW6-761,ntt,32,4,parallel,10,173746.000000,192815.350000,169943.900000,0.11837080,1280,7367076.076572
BW6-761,ntt,32,8,parallel,10,564029.500000,650151.650000,547535.100000,0.20233350,1280,2269384.846005
