curve,operation,size,threads,serial_elapsed_ns_p50,parallel_elapsed_ns_p50,speedup,efficiency
BabyJubjub-BN254,field_mul,512,4,71137.000000,197484.500000,0.36021561,0.09005390
BabyJubjub-BN254,field_mul,512,8,71137.000000,562569.000000,0.12645027,0.01580628
BabyJubjub-BN254,msm,2,2,3068876.500000,1679873.500000,1.82684976,0.91342488
BabyJubjub-BN254,msm,2,4,3068876.500000,1169549.000000,2.62398283,0.65599571
BabyJubjub-BN254,msm,2,8,3068876.500000,1034956.500000,2.96522269,0.37065284
BabyJubjub-BN254,msm,4,2,3452285.000000,1829758.500000,1.88674352,0.94337176
BabyJubjub-BN254,msm,4,4,3452285.000000,1260180.500000,2.73951628,0.68487907
BabyJubjub-BN254,msm,4,8,3452285.000000,1070294.500000,3.22554680,0.40319335
BabyJubjub-BN254,msm,8,2,4120950.500000,2199679.500000,1.87343224,0.93671612
BabyJubjub-BN254,msm,8,4,4120950.500000,1391525.000000,2.96146350,0.74036588
BabyJubjub-BN254,msm,8,8,4120950.500000,1163261.500000,3.54258307,0.44282288
BabyJubjub-BN254,msm,16,2,5038081.500000,2812002.500000,1.79163479,0.89581739
BabyJubjub-BN254,msm,16,4,5038081.500000,1720378.500000,2.92847272,0.73211818
BabyJubjub-BN254,msm,16,8,5038081.500000,1288510.500000,3.91000423,0.48875053
BabyJubjub-BN254,msm,32,2,9387379.000000,4773028.000000,1.96675549,0.98337774
BabyJubjub-BN254,msm,32,4,9387379.000000,2765118.500000,3.39492828,0.84873207
BabyJubjub-BN254,msm,32,8,9387379.000000,2116216.500000,4.43592562,0.55449070
BabyJubjub-BN254,msm,64,2,14646111.000000,7571937.500000,1.93426200,0.96713100
BabyJubjub-BN254,msm,64,4,14646111.000000,4243736.000000,3.45123047,0.86280762
BabyJubjub-BN254,msm,64,8,14646111.000000,3461003.500000,4.23175273,0.52896909
BabyJubjub-BN254,msm,128,2,19284774.500000,9893677.500000,1.94920185,0.97460093
BabyJubjub-BN254,msm,128,4,19284774.500000,5455088.000000,3.53519036,0.88379759
BabyJubjub-BN254,msm,128,8,19284774.500000,3274852.000000,5.88874688,0.73609336
BabyJubjub-BN254,msm,256,2,33267353.500000,16900016.500000,1.96848053,0.98424027
BabyJubjub-BN254,msm,256,4,33267353.500000,8756129.000000,3.79932199,0.94983050
BabyJubjub-BN254,msm,256,8,33267353.500000,5438080.000000,6.11748145,0.76468518
BabyJubjub-BN254,msm,512,2,58120603.000000,29520185.000000,1.96884278,0.98442139
BabyJubjub-BN254,msm,512,4,58120603.000000,15344597.000000,3.78769172,0.94692293
BabyJubjub-BN254,msm,512,8,58120603.000000,11372251.000000,5.11073867,0.63884233
BabyJubjub-BN254,ntt,2,2,1648.500000,92156.500000,0.01788805,0.00894402
BabyJubjub-BN254,ntt,2,4,1648.500000,185352.500000,0.00889386,0.00222347
BabyJubjub-BN254,ntt,2,8,1648.500000,556464.000000,0.00296246,0.00037031
BabyJubjub-BN254,ntt,4,2,3131.000000,92225.000000,0.03394958,0.01697479
BabyJubjub-BN254,ntt,4,4,3131.000000,188668.500000,0.01659525,0.00414881
BabyJubjub-BN254,ntt,4,8,3131.000000,557614.500000,0.00561499,0.00070187
BabyJubjub-BN254,ntt,8,2,5911.000000,92066.500000,0.06420359,0.03210180
BabyJubjub-BN254,ntt,8,4,5911.000000,211118.500000,0.02799849,0.00699962
BabyJubjub-BN254,ntt,8,8,5911.000000,511444.500000,0.01155746,0.00144468
BabyJubjub-BN254,ntt,16,2,12187.500000,111207.500000,0.10959243,0.05479621
BabyJubjub-BN254,ntt,16,4,12187.500000,168152.500000,0.07247885,0.01811971
BabyJubjub-BN254,ntt,16,8,12187.500000,612204.500000,0.01990756,0.00248845
Jubjub-BLS12-381,field_add,2,2,380.500000,95883.000000,0.00396838,0.00198419
Jubjub-BLS12-381,field_add,2,4,380.500000,205043.500000,0.00185570,0.00046393
Jubjub-BLS12-381,field_add,2,8,380.500000,501984.500000,0.00075799,0.00009475
Jubjub-BLS12-381,field_add,4,2,380.500000,94937.000000,0.00400792,0.00200396
Jubjub-BLS12-381,field_add,4,4,380.500000,207892.000000,0.00183028,0.00045757
Jubjub-BLS12-381,field_add,4,8,380.500000,445302.500000,0.00085448,0.00010681
Jubjub-BLS12-381,field_add,8,2,601.000000,85972.500000,0.00699061,0.00349530
Jubjub-BLS12-381,field_add,8,4,601.000000,237020.500000,0.00253565,0.00063391
Jubjub-BLS12-381,field_add,8,8,601.000000,473558.500000,0.00126911,0.00015864
Jubjub-BLS12-381,field_add,16,2,937.000000,92312.500000,0.01015030,0.00507515
Jubjub-BLS12-381,field_add,16,4,937.000000,238441.000000,0.00392969,0.00098242
Jubjub-BLS12-381,field_add,16,8,937.000000,450270.500000,0.00208097,0.00026012
Jubjub-BLS12-381,field_add,32,2,1262.000000,97006.500000,0.01300944,0.00650472
Jubjub-BLS12-381,field_add,32,4,1262.000000,204267.000000,0.00617819,0.00154455
Jubjub-BLS12-381,field_add,32,8,1262.000000,450250.500000,0.00280288,0.00035036
Jubjub-BLS12-381,field_add,64,2,1853.500000,102067.500000,0.01815955,0.00907978
Jubjub-BLS12-381,field_add,64,4,1853.500000,257492.000000,0.00719828,0.00179957
Jubjub-BLS12-381,field_add,64,8,1853.500000,424314.000000,0.00436823,0.00054603
Jubjub-BLS12-381,field_add,128,2,3186.000000,94853.000000,0.03358882,0.01679441
Jubjub-BLS12-381,field_add,128,4,3186.000000,222035.500000,0.01434906,0.00358726
Jubjub-BLS12-381,field_add,128,8,3186.000000,536896.500000,0.00593410,0.00074176
Jubjub-BLS12-381,field_add,256,2,5881.000000,93251.000000,0.06306635,0.03153317
Jubjub-BLS12-381,field_add,256,4,5881.000000,236855.500000,0.02482948,0.00620737
Jubjub-BLS12-381,field_add,256,8,5881.000000,574880.000000,0.01022996,0.00127875
Jubjub-BLS12-381,field_add,512,2,12989.500000,106792.000000,0.12163364,0.06081682
Jubjub-BLS12-381,field_add,512,4,12989.500000,183917.500000,0.07062678,0.01765669
Jubjub-BLS12-381,field_add,512,8,12989.500000,591756.500000,0.02195075,0.00274384
Jubjub-BLS12-381,field_inv,2,2,66133.000000,162943.000000,0.40586585,0.20293293
Jubjub-BLS12-381,field_inv,2,4,66133.000000,191301.000000,0.34570128,0.08642532
Jubjub-BLS12-381,field_inv,2,8,66133.000000,544282.500000,0.12150492,0.01518811
Jubjub-BLS12-381,field_inv,4,2,103056.500000,173529.000000,0.59388632,0.29694316
Jubjub-BLS12-381,field_inv,4,4,103056.500000,199473.500000,0.51664256,0.12916064
Jubjub-BLS12-381,field_inv,4,8,103056.500000,552153.000000,0.18664482,0.02333060
Jubjub-BLS12-381,field_inv,8,2,184563.500000,212707.500000,0.86768685,0.43384342
Jubjub-BLS12-381,field_inv,8,4,184563.500000,215415.500000,0.85677911,0.21419478
Jubjub-BLS12-381,field_inv,8,8,184563.500000,608777.500000,0.30317070,0.03789634
Jubjub-BLS12-381,field_inv,16,2,295234.000000,293255.500000,1.00674668,0.50337334
Jubjub-BLS12-381,field_inv,16,4,295234.000000,259584.500000,1.13733293,0.28433323
Jubjub-BLS12-381,field_inv,16,8,295234.000000,614954.500000,0.48009080,0.06001135
Jubjub-BLS12-381,field_inv,32,2,564605.500000,516534.500000,1.09306445,0.54653223
Jubjub-BLS12-381,field_inv,32,4,564605.500000,394925.000000,1.42965247,0.35741312
Jubjub-BLS12-381,field_inv,32,8,564605.500000,652392.500000,0.86543837,0.10817980
Jubjub-BLS12-381,field_inv,64,2,1043937.500000,813602.000000,1.28310587,0.64155293
Jubjub-BLS12-381,field_inv,64,4,1043937.500000,574755.000000,1.81631739,0.45407935
Jubjub-BLS12-381,field_inv,64,8,1043937.500000,692559.000000,1.50736255,0.18842032
Jubjub-BLS12-381,field_inv,128,2,2205666.000000,1322634.000000,1.66763141,0.83381570
Jubjub-BLS12-381,field_inv,128,4,2205666.000000,894449.000000,2.46594943,0.61648736
Jubjub-BLS12-381,field_inv,128,8,2205666.000000,848659.500000,2.59899995,0.32487499
Jubjub-BLS12-381,field_inv,256,2,4094684.000000,2428946.500000,1.68578600,0.84289300
Jubjub-BLS12-381,field_inv,256,4,4094684.000000,1457772.000000,2.80886449,0.70221612
Jubjub-BLS12-381,field_inv,256,8,4094684.000000,1273705.500000,3.21478081,0.40184760
Jubjub-BLS12-381,field_inv,512,2,8228342.000000,4677484.500000,1.75913827,0.87956914
Jubjub-BLS12-381,field_inv,512,4,8228342.000000,2458967.500000,3.34625895,0.83656474
Jubjub-BLS12-381,field_inv,512,8,8228342.000000,1637447.000000,5.02510432,0.62813804
Jubjub-BLS12-381,field_mul,2,2,911.500000,89274.000000,0.01021014,0.00510507
Jubjub-BLS12-381,field_mul,2,4,911.500000,273474.000000,0.00333304,0.00083326
Jubjub-BLS12-381,field_mul,2,8,911.500000,450238.000000,0.00202448,0.00025306
Jubjub-BLS12-381,field_mul,4,2,992.000000,99675.500000,0.00995230,0.00497615
Jubjub-BLS12-381,field_mul,4,4,992.000000,254093.000000,0.00390408,0.00097602
Jubjub-BLS12-381,field_mul,4,8,992.000000,463197.000000,0.00214164,0.00026770
Jubjub-BLS12-381,field_mul,8,2,1403.000000,96645.000000,0.01451705,0.00725852
Jubjub-BLS12-381,field_mul,8,4,1403.000000,219924.500000,0.00637946,0.00159487
Jubjub-BLS12-381,field_mul,8,8,1403.000000,481598.500000,0.00291322,0.00036415
Jubjub-BLS12-381,field_mul,16,2,2309.000000,104439.500000,0.02210849,0.01105425
Jubjub-BLS12-381,field_mul,16,4,2309.000000,185987.000000,0.01241485,0.00310371
Jubjub-BLS12-381,field_mul,16,8,2309.000000,485539.500000,0.00475553,0.00059444
Jubjub-BLS12-381,field_mul,32,2,4273.000000,96324.500000,0.04436047,0.02218023
Jubjub-BLS12-381,field_mul,32,4,4273.000000,251483.000000,0.01699121,0.00424780
Jubjub-BLS12-381,field_mul,32,8,4273.000000,546823.000000,0.00781423,0.00097678
Jubjub-BLS12-381,field_mul,64,2,8300.500000,116602.000000,0.07118660,0.03559330
Jubjub-BLS12-381,field_mul,64,4,8300.500000,225740.000000,0.03677018,0.00919254
Jubjub-BLS12-381,field_mul,64,8,8300.500000,582223.500000,0.01425655,0.00178207
Jubjub-BLS12-381,field_mul,128,2,16255.000000,114037.500000,0.14254083,0.07127042
Jubjub-BLS12-381,field_mul,128,4,16255.000000,177520.500000,0.09156689,0.02289172
Jubjub-BLS12-381,field_mul,128,8,16255.000000,566759.500000,0.02868060,0.00358507
Jubjub-BLS12-381,field_mul,256,2,39729.000000,136021.500000,0.29207883,0.14603941
Jubjub-BLS12-381,field_mul,256,4,39729.000000,204363.000000,0.19440408,0.04860102
Jubjub-BLS12-381,field_mul,256,8,39729.000000,548138.000000,0.07247992,0.00905999
Jubjub-BLS12-381,field_mul,512,2,79543.000000,155653.500000,0.51102609,0.25551305
Jubjub-BLS12-381,field_mul,512,4,79543.000000,185169.500000,0.42956858,0.10739215
Jubjub-BLS12-381,field_mul,512,8,79543.000000,551531.000000,0.14422217,0.01802777
Jubjub-BLS12-381,msm,2,2,3434734.000000,1779710.500000,1.92993973,0.96496986
Jubjub-BLS12-381,msm,2,4,3434734.000000,1201854.500000,2.85786175,0.71446544
Jubjub-BLS12-381,msm,2,8,3434734.000000,1102196.500000,3.11626284,0.38953286
Jubjub-BLS12-381,msm,4,2,3430566.500000,1954036.500000,1.75563072,0.87781536
Jubjub-BLS12-381,msm,4,4,3430566.500000,1233827.500000,2.78042636,0.69510659
Jubjub-BLS12-381,msm,4,8,3430566.500000,1071386.500000,3.20198780,0.40024847
Jubjub-BLS12-381,msm,8,2,4085483.500000,2292093.500000,1.78242445,0.89121223
Jubjub-BLS12-381,msm,8,4,4085483.500000,1443015.500000,2.83121249,0.70780312
Jubjub-BLS12-381,msm,8,8,4085483.500000,1144159.000000,3.57073055,0.44634132
Jubjub-BLS12-381,msm,16,2,5238619.500000,2784181.500000,1.88156537,0.94078269
Jubjub-BLS12-381,msm,16,4,5238619.500000,1841145.500000,2.84530446,0.71132611
Jubjub-BLS12-381,msm,16,8,5238619.500000,1360899.500000,3.84938013,0.48117252
Jubjub-BLS12-381,msm,32,2,9120965.500000,4675802.000000,1.95067402,0.97533701
Jubjub-BLS12-381,msm,32,4,9120965.500000,2774664.000000,3.28723244,0.82180811
Jubjub-BLS12-381,msm,32,8,9120965.500000,1929746.000000,4.72651090,0.59081386
Jubjub-BLS12-381,msm,64,2,15060324.500000,7639251.500000,1.97143981,0.98571990
Jubjub-BLS12-381,msm,64,4,15060324.500000,4412539.500000,3.41307415,0.85326854
Jubjub-BLS12-381,msm,64,8,15060324.500000,2813343.500000,5.35317657,0.66914707
Jubjub-BLS12-381,msm,128,2,19547805.000000,10160825.000000,1.92384034,0.96192017
Jubjub-BLS12-381,msm,128,4,19547805.000000,5510164.500000,3.54759009,0.88689752
Jubjub-BLS12-381,msm,128,8,19547805.000000,3376528.500000,5.78932030,0.72366504
Jubjub-BLS12-381,msm,256,2,34567729.000000,17105423.000000,2.02086373,1.01043187
Jubjub-BLS12-381,msm,256,4,34567729.000000,9132062.500000,3.78531454,0.94632864
Jubjub-BLS12-381,msm,256,8,34567729.000000,7234949.500000,4.77788117,0.59723515
Jubjub-BLS12-381,msm,512,2,61009263.500000,30130026.500000,2.02486591,1.01243295
Jubjub-BLS12-381,msm,512,4,61009263.500000,16415234.000000,3.71662466,0.92915617
Jubjub-BLS12-381,msm,512,8,61009263.500000,10628507.000000,5.74015367,0.71751921
Jubjub-BLS12-381,ntt,2,2,1743.500000,99124.000000,0.01758908,0.00879454
Jubjub-BLS12-381,ntt,2,4,1743.500000,187441.000000,0.00930159,0.00232540
Jubjub-BLS12-381,ntt,2,8,1743.500000,519795.000000,0.00335421,0.00041928
